ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,client_with_poor_snr_sample,client_with_poor_snr_sample_2,client_with_poor_snr_sample_5,tot_2g,tot_5g,tot_overall,client_with_high_no_of_sticky_client_2_with_good_coverage,client_with_high_no_of_sticky_client_5_with_poor_coverage,client_with_high_tx_packet_error,client_with_high_client_disconnection,client_with_poor_link_speed_mcs_rate,client_with_poor_link_speed_mcs_rate_2,client_with_poor_link_speed_mcs_rate_5,client_with_poor_coverage,client_with_poor_coverage_2,client_with_poor_coverage_5,client_with_poor_dl_throughput_less_than_threshold,client_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,client_with_poor_snr_sample_breach,client_with_poor_snr_sample_2_breach,client_with_poor_snr_sample_5_breach,client_with_high_tx_packet_error_breach,client_with_high_client_disconnection_breach,client_with_poor_link_speed_mcs_rate_breach,client_with_poor_link_speed_mcs_rate_2_breach,client_with_poor_link_speed_mcs_rate_5_breach,client_with_poor_coverage_breach,client_with_poor_coverage_2_breach,client_with_poor_coverage_5_breach,count_of_total_samples_for_client_with_poor_snr_sample,count_of_total_samples_for_client_with_poor_snr_sample_2,count_of_total_samples_for_client_with_poor_snr_sample_5,count_of_total_samples_for_ap_tot_2g,count_of_total_samples_for_ap_tot_5g,count_of_total_samples_for_ap_tot_overall,count_of_total_samples_for_client_with_high_tx_packet_error,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_client_with_poor_coverage,count_of_total_samples_for_client_with_poor_coverage_2,count_of_total_samples_for_client_with_poor_coverage_5,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_snr_sample,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_client_disconnection,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_breach,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_snr_sample_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_client_disconnection_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,3E8DF3D12338,Haryana,0.21,0.0,0.21,0.0,100.0,0.02,False,True,0.0,11.0,21.34,0.0,21.34,0.56,,0.56,0.0,0.0,MTK 0000,,,,,False,False,False,False,True,False,False,False,False,,False,9642.0,0.0,9642.0,4066304.0,4066304.0,22523651072.0,717.0,717.0,,717.0,717.0,0.0,717.0,,,,0.56,,0.56,0.0,0.21,0.21,0.0,0.0,21.34,0.0,21.34,,,,11.0,,,0.0,,,,,,,,,False,True,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,717.0,0.0,717.0,0.0,9642.0,9642.0,717.0,,717.0,,,,,717.0,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,CAC59849FA7A,Haryana,,,,0.0,100.0,0.38,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.51,0.1,AOT4221NK,,,,,,,,False,False,False,False,False,False,,False,,,,84950016.0,84950016.0,22140985344.0,319.0,319.0,,319.0,319.0,0.0,319.0,,,,0.0,,0.0,,,,0.51,0.1,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,319.0,0.0,319.0,,,,319.0,,319.0,,,,,319.0,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,586C251370C2,Haryana,0.0,0.0,0.0,0.0,100.0,18.97,False,False,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,4.01,0.52,MTK 0000,,,,,False,False,False,False,True,False,False,False,False,,False,1666.0,0.0,1666.0,4273422336.0,4273422336.0,22523651072.0,119.0,119.0,,119.0,119.0,0.0,119.0,,,,0.0,,0.0,0.0,0.0,0.0,4.01,0.52,0.0,0.0,0.0,,,,9.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,119.0,0.0,119.0,0.0,1666.0,1666.0,119.0,,119.0,,,,,119.0,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,CA6879FE9077,Haryana,0.0,0.0,0.0,2.06,97.94,30.23,False,False,0.0,5.0,0.25,100.0,0.0,0.0,0.0,0.0,16.82,0.95,MTK 0000,motorola-edge-60-pro,PHONE,Motorola,edge 60 Pro,False,False,False,False,False,False,True,False,False,False,False,3400.0,0.0,3400.0,6807899136.0,6807899136.0,22523651072.0,402.0,402.0,1.0,401.0,402.0,1.0,401.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.82,0.95,0.25,100.0,0.0,,,,5.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,False,False,False,False,False,,,False,True,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,402.0,1.0,401.0,0.0,3400.0,3400.0,402.0,1.0,401.0,,,,,402.0,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,1C57DC71A166,Haryana,,,,0.0,100.0,3.31,False,False,0.0,12.0,0.0,0.0,0.0,0.39,,0.39,0.28,0.29,AOT4221NK,Ritviks-Air,,Apple,Apple TV,,,,False,True,False,False,False,False,,False,,,,733478912.0,733478912.0,22140985344.0,1018.0,1018.0,,1018.0,1018.0,0.0,1018.0,,,,0.39,,0.39,,,,0.28,0.29,0.0,0.0,0.0,,,,12.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,1018.0,0.0,1018.0,,,,1018.0,,1018.0,,,,,1018.0,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,E8AACBA5B753,Haryana,,,,100.0,0.0,27.34,False,False,0.0,6.0,47.48,47.48,0.0,0.0,0.0,,3.95,0.13,AOT4221NK,Samsung,PHONE,Samsung Electronics,Television,,,,False,True,False,False,False,False,False,,,,,24751966208.0,24751966208.0,90529682432.0,417.0,417.0,417.0,,417.0,417.0,0.0,,,,0.0,0.0,,,,,3.95,0.13,47.48,47.48,0.0,,,,6.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,False,,,,,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,417.0,417.0,0.0,,,,417.0,417.0,,,,,,417.0,,,,,,,,,,,
012445159575_dsl,Gurgaon,108.0,ZYOTFD000042,NOKIA,EEF8085B863E,Haryana,74.94,0.0,74.94,0.0,100.0,53.05,False,False,0.0,2.0,53.91,0.0,53.91,74.94,,74.94,2.53,0.43,AOT5221ZY,realme-15-5G,PHONE,Realme,15,True,False,True,False,False,False,False,False,True,,True,15542.0,0.0,15542.0,17166405632.0,17166405632.0,32360089600.0,818.0,818.0,,818.0,818.0,0.0,818.0,,,,74.94,,74.94,0.0,74.94,74.94,2.53,0.43,53.91,0.0,53.91,,,,2.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,True,,True,False,True,True,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,818.0,0.0,818.0,0.0,15542.0,15542.0,818.0,,818.0,,,,,818.0,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,EEB2A6A2A1E6,Haryana,57.89,57.89,0.0,0.0,100.0,11.71,False,False,0.0,57.0,9.06,100.0,8.96,0.22,100.0,0.11,1.42,0.07,AAP321NK,Aditya-Vikram-s-A36,OTHER,,,False,False,False,False,True,False,True,False,False,True,False,19.0,19.0,0.0,6304109216.0,6304109216.0,53849115479.0,894.0,894.0,1.0,893.0,894.0,1.0,893.0,,,,0.22,100.0,0.11,57.89,0.0,57.89,1.42,0.07,9.06,100.0,8.96,,,,57.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,True,False,False,False,False,,,False,True,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,894.0,1.0,893.0,19.0,0.0,19.0,894.0,1.0,893.0,,,,,894.0,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,FA9E2EF43A61,Haryana,0.0,0.0,0.0,0.0,100.0,0.06,False,False,0.0,21.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.09,AOT4221NK,,,,,False,False,False,False,True,False,False,False,False,,False,19.0,0.0,19.0,11356160.0,11356160.0,20472060928.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,,0.0,,0.0,0.0,0.0,0.0,3.0,0.09,0.0,0.0,0.0,,,,21.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,19.0,19.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,624E55188F68,Haryana,0.0,0.0,0.0,0.0,100.0,2.7,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.01,0.0,AOT4221NK,,,,,False,False,False,False,,False,False,False,False,,False,21793.0,0.0,21793.0,122302464.0,122302464.0,4531089408.0,1147.0,1147.0,,1147.0,1147.0,0.0,1147.0,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,,,False,,,,,,,,,,,,,,,,,,,,1147.0,0.0,1147.0,0.0,21793.0,21793.0,1147.0,,1147.0,,,,,1147.0,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,4252B63C2E9E,Haryana,,,,0.0,100.0,1.19,False,False,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.87,0.14,AAP321NK,,,,,,,,False,False,False,False,False,False,,False,,,,1521511424.0,1521511424.0,127874562048.0,783.0,783.0,,783.0,783.0,0.0,783.0,,,,0.0,,0.0,,,,0.87,0.14,0.0,0.0,0.0,,,,1.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,783.0,0.0,783.0,,,,783.0,,783.0,,,,,783.0,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,E865380DD5E9,Haryana,,,,100.0,0.0,0.01,False,False,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.11,0.01,AOT4221NK,DESKTOP-V9GHGK2,PC,,,,,,False,True,False,False,False,False,False,,,,,2691072.0,2691072.0,20472060928.0,1.0,1.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,,,,0.11,0.01,0.0,0.0,0.0,,,,6.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,False,,,,,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,8E9D83596BDF,Haryana,,,,0.0,100.0,6.54,False,False,0.0,30.0,0.0,0.0,0.0,1.99,,1.99,6.23,0.04,AAP321NK,arna-s-S25,PHONE,Samsung Electronics,Galaxy,,,,False,True,False,False,False,False,,False,,,,3052135540.0,3052135540.0,46686080192.0,453.0,453.0,,453.0,453.0,0.0,453.0,,,,1.99,,1.99,,,,6.23,0.04,0.0,0.0,0.0,,,,30.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,453.0,0.0,453.0,,,,453.0,,453.0,,,,,453.0,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,9AF9AB0A6D71,Haryana,,,,0.0,100.0,2.86,False,False,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.04,0.0,AOT4221NK,,,,,,,,False,False,False,False,False,False,,False,,,,632292352.0,632292352.0,22140985344.0,1120.0,1120.0,,1120.0,1120.0,0.0,1120.0,,,,0.0,,0.0,,,,0.04,0.0,0.0,0.0,0.0,,,,5.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,1120.0,0.0,1120.0,,,,1120.0,,1120.0,,,,,1120.0,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,FA221A76C102,Haryana,,,,0.0,100.0,42.72,False,False,0.0,78.0,0.0,0.0,0.0,0.0,,0.0,13.79,2.97,AAP321NK,,,,,,,,False,True,False,False,False,False,,False,,,,54632670208.0,54632670208.0,127874562048.0,574.0,574.0,,574.0,574.0,0.0,574.0,,,,0.0,,0.0,,,,13.79,2.97,0.0,0.0,0.0,,,,78.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,574.0,0.0,574.0,,,,574.0,,574.0,,,,,574.0,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,88F4DA2E79F3,Haryana,,,,0.0,100.0,6.15,False,False,0.0,3.0,9.09,0.0,9.09,0.0,,0.0,3.36,0.25,AAP321NK,LTB0000372-003,LAPTOP,Lenovo,Laptop,,,,False,False,False,False,False,False,,False,,,,7862161408.0,7862161408.0,127874562048.0,88.0,88.0,,88.0,88.0,0.0,88.0,,,,0.0,,0.0,,,,3.36,0.25,9.09,0.0,9.09,,,,3.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,88.0,0.0,88.0,,,,88.0,,88.0,,,,,88.0,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,30E3A45D159C,Haryana,16.73,0.0,16.73,0.03,99.97,2.54,False,False,0.0,6.0,7.58,100.0,7.38,16.84,0.0,16.88,1.89,0.72,MTK 0000,AMS05PC0325,,,,False,False,False,False,True,False,True,False,False,False,False,5835.0,0.0,5835.0,572994560.0,572994560.0,22523651072.0,475.0,475.0,1.0,474.0,475.0,1.0,474.0,,,,16.84,0.0,16.88,0.0,16.73,16.73,1.89,0.72,7.58,100.0,7.38,,,,6.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,False,False,False,False,False,,,False,True,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,475.0,1.0,474.0,0.0,5835.0,5835.0,475.0,1.0,474.0,,,,,475.0,,,,,,,,,,,
012445159575_dsl,Gurgaon,108.0,ZYOTFD000042,NOKIA,36638CE621E6,Haryana,25.0,0.0,25.0,0.0,100.0,2.87,False,False,0.0,1.0,0.0,0.0,0.0,25.0,,25.0,0.82,0.07,AOT5221ZY,,,,,False,False,False,False,False,False,False,False,False,,False,2432.0,0.0,2432.0,929529856.0,929529856.0,32360089600.0,128.0,128.0,,128.0,128.0,0.0,128.0,,,,25.0,,25.0,0.0,25.0,25.0,0.82,0.07,0.0,0.0,0.0,,,,1.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,128.0,0.0,128.0,0.0,2432.0,2432.0,128.0,,128.0,,,,,128.0,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,2EEE3E558E46,Haryana,,,,0.0,100.0,28.2,False,False,0.0,33.0,4.49,0.0,4.49,0.0,,0.0,11.12,346.93,AAP321NK,Saumya-s-S24-FE,,,,,,,False,True,False,False,False,False,,False,,,,15187713271.0,15187713271.0,53849115479.0,913.0,913.0,,913.0,913.0,0.0,913.0,,,,0.0,,0.0,,,,11.12,346.93,4.49,0.0,4.49,,,,33.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,913.0,0.0,913.0,,,,913.0,,913.0,,,,,913.0,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,EAD4701DA67C,Haryana,0.0,0.0,0.0,0.0,100.0,10.17,,,0.0,,0.0,0.0,0.0,0.0,,0.0,2.74,0.04,AOT4221NK,,,,,False,False,False,False,,False,False,False,False,,False,21451.0,0.0,21451.0,9207853056.0,9207853056.0,90529682432.0,1129.0,1129.0,,1129.0,1129.0,0.0,1129.0,,,,0.0,,0.0,0.0,0.0,0.0,2.74,0.04,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,,,False,,,,,,,,,,,,,,,,,,,,1129.0,0.0,1129.0,0.0,21451.0,21451.0,1129.0,,1129.0,,,,,1129.0,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,5A41573787E4,Haryana,,,,0.0,100.0,36.29,,,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,2.25,0.06,AAP321NK,XstreamIPTV1-VT,OTHER,,,,,,False,False,False,False,False,False,,False,,,,19542910976.0,19542910976.0,53849115479.0,1169.0,1169.0,,1169.0,1169.0,0.0,1169.0,,,,0.0,,0.0,,,,2.25,0.06,0.0,0.0,0.0,,,,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,1169.0,0.0,1169.0,,,,1169.0,,1169.0,,,,,1169.0,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,522260ACACD0,Haryana,0.0,0.0,0.0,0.0,100.0,0.51,False,False,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.03,0.0,MTK 0000,XstreamIPTV1-VT,,,,False,False,False,False,False,False,False,False,False,,False,13349.0,0.0,13349.0,114989056.0,114989056.0,22523651072.0,1129.0,1129.0,,1129.0,1129.0,0.0,1129.0,,,,0.0,,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,,,1.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,1129.0,0.0,1129.0,0.0,13349.0,13349.0,1129.0,,1129.0,,,,,1129.0,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,4267BD61106B,Haryana,0.0,0.0,0.0,0.0,100.0,0.02,False,False,0.0,22.0,0.0,0.0,0.0,0.0,,0.0,0.35,0.03,AOT4221NK,iPhone,PHONE,Apple,iPhone,False,False,False,False,True,False,False,False,False,,False,152.0,0.0,152.0,757760.0,757760.0,4531089408.0,8.0,8.0,,8.0,8.0,0.0,8.0,,,,0.0,,0.0,0.0,0.0,0.0,0.35,0.03,0.0,0.0,0.0,,,,22.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,8.0,0.0,8.0,0.0,152.0,152.0,8.0,,8.0,,,,,8.0,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,BEFADD002C4F,Haryana,,,,0.0,100.0,8.3,False,False,0.0,21.0,0.17,0.0,0.17,0.0,,0.0,1.6,0.04,AOT4221NK,Galaxy-A36-5G,,,,,,,False,True,False,False,False,False,,False,,,,1837945856.0,1837945856.0,22140985344.0,599.0,599.0,,599.0,599.0,0.0,599.0,,,,0.0,,0.0,,,,1.6,0.04,0.17,0.0,0.17,,,,21.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,599.0,0.0,599.0,,,,599.0,,599.0,,,,,599.0,,,,,,,,,,,
012445159575_dsl,Gurgaon,108.0,ZYOTFD000042,NOKIA,B24C6E7E6054,Haryana,85.71,0.0,85.71,0.0,100.0,2.48,False,False,0.0,4.0,0.0,0.0,0.0,85.71,,85.71,1.74,0.05,AOT5221ZY,OPPO-A57,PHONE,OPPO,Oppo,True,False,True,False,False,False,False,False,True,,True,17955.0,0.0,17955.0,801960960.0,801960960.0,32360089600.0,945.0,945.0,,945.0,945.0,0.0,945.0,,,,85.71,,85.71,0.0,85.71,85.71,1.74,0.05,0.0,0.0,0.0,,,,4.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,True,,True,False,True,True,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,945.0,0.0,945.0,0.0,17955.0,17955.0,945.0,,945.0,,,,,945.0,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,4A2B8C8008F5,Haryana,0.0,0.0,0.0,34.69,65.31,7.3,False,False,0.0,9.0,28.22,37.8,26.37,0.0,0.0,0.0,2.68,0.08,AOT4221NK,OnePlus-Nord-CE3-5G,,,,False,False,False,False,True,False,False,False,False,False,False,12464.0,0.0,12464.0,6609510400.0,6609510400.0,90529682432.0,783.0,783.0,127.0,656.0,783.0,127.0,656.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.08,28.22,37.8,26.37,,,,9.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,783.0,127.0,656.0,0.0,12464.0,12464.0,783.0,127.0,656.0,,,,,783.0,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,401A58606B5F,Haryana,0.0,0.0,0.0,0.0,100.0,26.19,False,True,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,7.08,0.27,MTK 0000,Unknown_40:1a:58:60:6b:5f,TV,Sony,BRAVIA VH22,False,False,False,False,False,False,False,False,False,,False,4543.0,0.0,4543.0,5898645504.0,5898645504.0,22523651072.0,383.0,383.0,,383.0,383.0,0.0,383.0,,,,0.0,,0.0,0.0,0.0,0.0,7.08,0.27,0.0,0.0,0.0,,,,1.0,,,0.0,,,,,,,,,False,True,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,383.0,0.0,383.0,0.0,4543.0,4543.0,383.0,,383.0,,,,,383.0,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,FAB7B87A32B0,Haryana,4.19,0.0,4.19,9.16,90.84,23.41,False,False,0.0,40.0,9.3,0.9,11.88,4.23,3.6,4.42,7.29,0.25,AOT4221NK,,,,,False,False,False,False,True,False,False,False,False,False,False,6878.0,0.0,6878.0,21189765120.0,21189765120.0,90529682432.0,473.0,473.0,111.0,362.0,473.0,111.0,362.0,,,,4.23,3.6,4.42,0.0,4.19,4.19,7.29,0.25,9.3,0.9,11.88,,,,40.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,473.0,111.0,362.0,0.0,6878.0,6878.0,473.0,111.0,362.0,,,,,473.0,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,CC6B1E9D361D,Haryana,,,,0.0,100.0,0.0,False,True,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.11,0.1,AAP321NK,LAPTOP-333I3CKG,LAPTOP,HP,ProBook,,,,False,False,False,False,False,False,,False,,,,1781760.0,1781760.0,127874562048.0,146.0,146.0,,146.0,146.0,0.0,146.0,,,,0.0,,0.0,,,,0.11,0.1,0.0,0.0,0.0,,,,3.0,,,0.0,,,,,,,,,False,True,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,146.0,0.0,146.0,,,,146.0,,146.0,,,,,146.0,,,,,,,,,,,
