ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,client_with_poor_snr_sample,client_with_poor_snr_sample_2,client_with_poor_snr_sample_5,tot_2g,tot_5g,tot_overall,client_with_high_no_of_sticky_client_2_with_good_coverage,client_with_high_no_of_sticky_client_5_with_poor_coverage,client_with_high_tx_packet_error,client_with_high_client_disconnection,client_with_poor_link_speed_mcs_rate,client_with_poor_link_speed_mcs_rate_2,client_with_poor_link_speed_mcs_rate_5,client_with_poor_coverage,client_with_poor_coverage_2,client_with_poor_coverage_5,client_with_poor_dl_throughput_less_than_threshold,client_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,client_with_poor_snr_sample_breach,client_with_poor_snr_sample_2_breach,client_with_poor_snr_sample_5_breach,client_with_high_tx_packet_error_breach,client_with_high_client_disconnection_breach,client_with_poor_link_speed_mcs_rate_breach,client_with_poor_link_speed_mcs_rate_2_breach,client_with_poor_link_speed_mcs_rate_5_breach,client_with_poor_coverage_breach,client_with_poor_coverage_2_breach,client_with_poor_coverage_5_breach,count_of_total_samples_for_client_with_poor_snr_sample,count_of_total_samples_for_client_with_poor_snr_sample_2,count_of_total_samples_for_client_with_poor_snr_sample_5,count_of_total_samples_for_ap_tot_2g,count_of_total_samples_for_ap_tot_5g,count_of_total_samples_for_ap_tot_overall,count_of_total_samples_for_client_with_high_tx_packet_error,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_client_with_poor_coverage,count_of_total_samples_for_client_with_poor_coverage_2,count_of_total_samples_for_client_with_poor_coverage_5,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_snr_sample,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_client_disconnection,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_breach,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_snr_sample_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_client_disconnection_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,444201C1B177,Haryana,,,,0.0,100.0,4.41,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.34,0.02,AAP321NK,,,,,,,,False,,False,False,False,False,,False,,,,1469224960.0,1469224960.0,33345994752.0,645.0,645.0,,645.0,645.0,0.0,645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,1E668B4E56AE,Haryana,0.0,0.0,0.0,0.0,100.0,0.0,False,False,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,MTK 0000,,,,,False,False,False,False,False,False,False,False,False,,False,24.0,0.0,24.0,6144.0,6144.0,26422230016.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,32655446EDD7,Haryana,,,,0.0,100.0,13.77,False,False,0.25,81.0,0.0,0.0,0.0,0.0,,0.0,3.8,0.28,AAP321NK,Galaxy-S25-Ultra,,,,,,,False,True,False,False,False,False,,False,,,,4590678016.0,4590678016.0,33345994752.0,407.0,407.0,,407.0,407.0,0.0,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,AAB7012CE38D,Haryana,45.83,45.83,0.0,0.84,99.16,0.48,False,False,0.0,12.0,0.6,100.0,0.0,0.3,50.0,0.0,0.12,0.02,AAP321NK,iPhone,PHONE,Apple,iPhone,False,False,False,False,True,False,True,False,False,False,False,48.0,48.0,0.0,184491008.0,184491008.0,38281589760.0,336.0,336.0,2.0,334.0,336.0,2.0,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,7C2ACA06CDA5,Haryana,0.0,0.0,0.0,0.0,100.0,3.81,False,False,0.0,8.0,50.0,0.0,50.0,0.0,,0.0,4.14,3.41,AOT4221NK,Rashims-iPad,OTHER,,,False,False,False,False,True,False,False,False,False,,False,48.0,0.0,48.0,498325504.0,498325504.0,13088797696.0,2.0,2.0,,2.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,0EED7B0E8241,Haryana,0.55,0.0,0.55,7.41,92.59,6.91,True,False,0.0,34.0,19.35,33.33,19.13,0.54,0.0,0.55,3.27,0.14,AOT4221NK,OnePlus-15R,,,,False,False,False,False,True,False,False,False,False,False,False,4209.0,0.0,4209.0,3150420992.0,3150420992.0,45616792576.0,186.0,186.0,3.0,183.0,186.0,3.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,4CF5DCF7CBCA,Haryana,1.7,1.7,0.0,100.0,0.0,2.14,False,False,0.0,25.0,93.21,93.21,0.0,1.7,1.7,,0.01,0.56,AAP321NK,846606451,OTHER,Hikvision,,False,False,False,False,True,True,True,False,False,False,,12720.0,12720.0,0.0,820444160.0,820444160.0,38281589760.0,530.0,530.0,530.0,,530.0,530.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,B2C8CF9ECE29,Haryana,,,,0.0,100.0,0.34,False,False,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.39,0.03,AAP321NK,iPhone,PHONE,Apple,iPhone,,,,False,True,False,False,False,False,,False,,,,114397184.0,114397184.0,33345994752.0,28.0,28.0,,28.0,28.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,0C9A3C921DC8,Haryana,,,,0.0,100.0,0.0,False,False,0.0,3.0,100.0,0.0,100.0,0.0,,0.0,0.0,0.0,AAP321NK,LTB0078814-01,,,,,,,False,False,True,False,True,False,,False,,,,184320.0,184320.0,30364533760.0,127.0,127.0,,127.0,127.0,0.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,7243CCCDA6CE,Haryana,,,,0.0,100.0,0.2,False,False,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.53,0.01,AAP321NK,XstreamIPTV1-VT,STREAMING_DEVICE,,Streaming Dongle,,,,False,False,False,False,False,False,,False,,,,74652672.0,74652672.0,38281589760.0,814.0,814.0,,814.0,814.0,0.0,814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,9E63A69D723F,Haryana,0.18,0.0,0.18,0.0,100.0,31.56,False,False,0.0,15.0,0.0,0.0,0.0,0.18,,0.18,11.29,2.61,MTK 0000,,,,,False,False,False,False,True,False,False,False,False,,False,13536.0,0.0,13536.0,8337880064.0,8337880064.0,26422230016.0,564.0,564.0,,564.0,564.0,0.0,564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,F072EAF9FBB2,Haryana,,,,0.0,100.0,0.32,False,True,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.02,0.01,AAP321NK,Google-Nest-Mini,,,,,,,False,False,False,False,False,False,,False,,,,122703872.0,122703872.0,38281589760.0,795.0,795.0,,795.0,795.0,0.0,795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,FA3D6E56EC2A,Haryana,,,,0.0,100.0,39.5,False,False,1.09,26.0,0.12,0.0,0.12,0.0,,0.0,2.73,0.08,AAP321NK,Unknown_fa:3d:6e:56:ec:2a,OTHER,,,,,,False,True,False,False,False,False,,False,,,,11993958400.0,11993958400.0,30364533760.0,827.0,827.0,,827.0,827.0,0.0,827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,683943AD68BF,Haryana,,,,0.0,100.0,17.33,False,True,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.2,0.02,AOT4221NK,Family-Room-TV,,,,,,,False,False,False,False,False,False,,False,,,,3275418624.0,3275418624.0,18901233664.0,91.0,91.0,,91.0,91.0,0.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,6CB749E119FF,Haryana,0.0,0.0,0.0,95.41,4.59,0.96,False,True,0.0,13.0,88.04,100.0,61.39,0.0,0.0,0.0,0.02,0.01,AOT4221NK,Honor_View10-ebd5e83b5d12,PHONE,HONOR,,False,False,False,False,True,True,True,True,False,False,False,2400.0,0.0,2400.0,108832768.0,108832768.0,11324728320.0,326.0,326.0,225.0,101.0,326.0,225.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,CAF80AB2DDA1,Haryana,0.0,0.0,0.0,0.0,100.0,0.06,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.05,0.05,MTK 0000,,,,,False,False,False,False,False,False,False,False,False,,False,2208.0,0.0,2208.0,16214016.0,16214016.0,26422230016.0,92.0,92.0,,92.0,92.0,0.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,62D8084F50B0,Haryana,0.0,0.0,0.0,2.03,97.97,27.96,False,True,0.0,16.0,35.07,6.9,36.81,0.0,0.0,0.0,1.21,0.03,AOT4221NK,OnePlus-Nord-CE4-Lite-5G,,,,False,False,False,False,True,False,False,False,False,False,False,10810.0,0.0,10810.0,12753376256.0,12753376256.0,45616792576.0,499.0,499.0,29.0,470.0,499.0,29.0,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,A091A2A13221,Haryana,0.0,0.0,0.0,100.0,0.0,12.53,,,0.0,9.0,40.54,40.54,0.0,0.0,0.0,,2.34,0.08,AAP321NK,Unknown_a0:91:a2:a1:32:21,PHONE,OnePlus,Mobile,False,False,False,False,True,False,False,False,False,False,,888.0,888.0,0.0,3803763712.0,3803763712.0,30364533760.0,37.0,37.0,37.0,,37.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,D4548B6D09FC,Haryana,,,,0.0,100.0,1.64,False,False,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.43,0.31,AOT4221NK,,,,,,,,False,False,False,False,False,False,,False,,,,310226944.0,310226944.0,18901233664.0,72.0,72.0,,72.0,72.0,0.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,DC4BA104E8A6,Haryana,,,,0.0,100.0,9.83,,,0.0,1.0,86.24,0.0,86.24,0.0,,0.0,6.13,0.16,AAP321NK,,,,,,,,False,False,True,False,True,False,,False,,,,3277878272.0,3277878272.0,33345994752.0,683.0,683.0,,683.0,683.0,0.0,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,E69E02B0FB11,Haryana,0.0,0.0,0.0,0.0,100.0,64.96,False,False,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,2.09,0.16,AOT4221NK,iPhone,,,,False,False,False,False,True,False,False,False,False,,False,12624.0,0.0,12624.0,8502492160.0,8502492160.0,13088797696.0,526.0,526.0,,526.0,526.0,0.0,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0C36234FB190,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.14,3.41,2.89,0.0,2.89,6.25,13.96,2.2,74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,99.99,13088797696.0,7.89,3.0,38.0,15.38,2.0,13.0,4.0,1.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False,False,False,False,75.95,100.0,True,51.9,True,True,1316.0,1.0,1315.0,0.0,31560.0,31560.0,1316.0,1.0,1315.0,2975.0,1024.0,1951.0,150.0,1316.0,156.0,156.0,,,13088797696.0,38.0,13.0,25.0,158.0,79.0,79.0
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,MTK 0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30BD13CF4F18,10.0,,0.04,0.0,0.04,0.0,0.04,0.0,2496.42,121.85,8.29,100.0,6.77,90.79,90.13,91.32,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,99.99,26422230016.0,4.17,1.0,24.0,9.09,1.0,11.0,0.0,0.0,13.0,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,,,,,False,False,False,False,False,False,False,91.29,100.0,True,82.58,True,True,4610.0,75.0,4535.0,0.0,108840.0,7344.0,4610.0,75.0,4535.0,3811.0,1702.0,2109.0,440.0,4610.0,430.0,440.0,,,26422230016.0,24.0,11.0,13.0,356.0,178.0,178.0
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CC1F432FE41,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.16,6.65,19.18,1.97,9.74,28.47,0.0,158.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,98.57,11324728320.0,10.53,4.0,38.0,30.77,4.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False,False,False,False,79.41,100.0,True,58.82,True,True,4317.0,1173.0,3144.0,0.0,75336.0,75336.0,4317.0,1173.0,3144.0,3182.0,1089.0,2093.0,168.0,4317.0,168.0,168.0,,,11324728320.0,38.0,13.0,25.0,170.0,85.0,85.0
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CC1F4388631,9.0,,0.25,1.88,0.03,1.86,0.0,30.56,4.67,1.32,12.66,93.23,1.44,1.48,3.97,0.19,115.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,97.85,38281589760.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,96.57,100.0,True,93.13,True,True,4353.0,532.0,3821.0,12768.0,0.0,72.0,4353.0,532.0,3821.0,8823.0,3019.0,5804.0,485.0,4353.0,478.0,484.0,,,38281589760.0,38.0,13.0,25.0,466.0,233.0,233.0
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC515FA88F33,14.0,,0.27,4.69,0.0,11.21,0.0,22.49,45.1,0.28,17.58,71.48,14.24,2.05,6.01,0.0,267.0,14.22,1.0,0.27,0.98,0.0,0.0,0.0,,,8.0,0.0,0.0,0.0,87.44,33345994752.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,95.7,100.0,True,91.4,True,True,4398.0,256.0,4142.0,6144.0,0.0,2472.0,4398.0,256.0,4142.0,8372.0,2863.0,5509.0,422.0,4398.0,407.0,420.0,,,33345994752.0,38.0,13.0,25.0,442.0,221.0,221.0
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503D7FDFEC00,8.0,,0.0,0.0,0.0,0.26,0.0,0.0,2.13,0.92,42.82,88.13,23.34,2.12,5.91,0.15,51.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,1.0,99.81,18901233664.0,2.63,1.0,38.0,7.69,1.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,79.17,100.0,True,58.33,True,True,4313.0,1297.0,3016.0,31128.0,0.0,29760.0,4313.0,1297.0,3016.0,9978.0,3417.0,6561.0,522.0,4313.0,520.0,522.0,,,18901233664.0,38.0,13.0,25.0,528.0,264.0,264.0
01244203817_dsl,Gurgaon,108.0,ZYOT2E000479,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5807F84FAB41,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.03,7.06,7.09,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,1.0,0.0,0.09,1925132288.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,True,False,False,False,False,50.0,100.0,True,0.0,False,False,581.0,578.0,3.0,0.0,72.0,72.0,581.0,578.0,3.0,3330.0,1135.0,2195.0,174.0,581.0,173.0,172.0,,,1925132288.0,38.0,13.0,25.0,176.0,88.0,88.0
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6C22F7E47EB3,13.0,,0.31,1.74,0.03,1.68,0.0,0.0,2.85,0.39,8.22,28.0,4.4,7.06,20.48,0.0,176.0,4.96,0.0,0.65,1.22,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,65.14,30364533760.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,82.55,100.0,True,65.1,True,True,3554.0,575.0,2979.0,13800.0,0.0,5136.0,3554.0,575.0,2979.0,9551.0,3291.0,6260.0,504.0,3554.0,493.0,500.0,,,30364533760.0,38.0,13.0,25.0,510.0,255.0,255.0
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5807F84FA491,8.0,,0.14,0.0,0.17,0.0,0.17,0.36,3.83,3.0,19.5,34.99,15.61,1.29,3.22,0.29,127.0,4.96,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,72.75,45616792576.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False,False,False,False,50.64,100.0,True,1.27,False,True,3697.0,743.0,2954.0,0.0,67942.0,25737.0,3697.0,743.0,2954.0,5870.0,2017.0,3853.0,464.0,3697.0,460.0,463.0,,,45616792576.0,38.0,13.0,25.0,314.0,157.0,157.0
