ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,client_with_poor_snr_sample,client_with_poor_snr_sample_2,client_with_poor_snr_sample_5,tot_2g,tot_5g,tot_overall,client_with_high_no_of_sticky_client_2_with_good_coverage,client_with_high_no_of_sticky_client_5_with_poor_coverage,client_with_high_tx_packet_error,client_with_high_client_disconnection,client_with_poor_link_speed_mcs_rate,client_with_poor_link_speed_mcs_rate_2,client_with_poor_link_speed_mcs_rate_5,client_with_poor_coverage,client_with_poor_coverage_2,client_with_poor_coverage_5,client_with_poor_dl_throughput_less_than_threshold,client_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,client_with_poor_snr_sample_breach,client_with_poor_snr_sample_2_breach,client_with_poor_snr_sample_5_breach,client_with_high_tx_packet_error_breach,client_with_high_client_disconnection_breach,client_with_poor_link_speed_mcs_rate_breach,client_with_poor_link_speed_mcs_rate_2_breach,client_with_poor_link_speed_mcs_rate_5_breach,client_with_poor_coverage_breach,client_with_poor_coverage_2_breach,client_with_poor_coverage_5_breach,count_of_total_samples_for_client_with_poor_snr_sample,count_of_total_samples_for_client_with_poor_snr_sample_2,count_of_total_samples_for_client_with_poor_snr_sample_5,count_of_total_samples_for_ap_tot_2g,count_of_total_samples_for_ap_tot_5g,count_of_total_samples_for_ap_tot_overall,count_of_total_samples_for_client_with_high_tx_packet_error,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_client_with_poor_coverage,count_of_total_samples_for_client_with_poor_coverage_2,count_of_total_samples_for_client_with_poor_coverage_5,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_snr_sample,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_client_disconnection,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_breach,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_snr_sample_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_client_disconnection_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,CAC59849FA7A,Haryana,,,,0.0,100.0,0.18,,,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.72,0.02,AAP321NK,,,,,,,,False,True,False,False,False,False,,False,,,,53208064.0,53208064.0,30364533760.0,284.0,284.0,,284.0,284.0,0.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,586C251370C2,Haryana,0.0,0.0,0.0,0.0,100.0,0.17,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.13,0.32,MTK 0000,,,,,False,False,False,False,False,False,False,False,False,,False,24.0,0.0,24.0,44817408.0,44817408.0,26422230016.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,5E25C7BF78C1,Haryana,0.0,0.0,0.0,100.0,0.0,0.0,False,False,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.02,AOT4221NK,iPhone,,,,False,False,False,False,False,False,False,False,False,False,,24.0,24.0,0.0,123904.0,123904.0,18901233664.0,1.0,1.0,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,1C57DC71A166,Haryana,,,,0.0,100.0,3.4,False,False,0.0,9.0,0.0,0.0,0.0,0.26,,0.26,0.77,0.09,AAP321NK,Ritviks-Air,STREAMING_DEVICE,Apple,Apple TV,,,,False,True,False,False,False,False,,False,,,,1032761344.0,1032761344.0,30364533760.0,386.0,386.0,,386.0,386.0,0.0,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,E8AACBA5B753,Haryana,,,,100.0,0.0,24.11,False,False,0.0,6.0,26.6,26.6,0.0,0.0,0.0,,3.74,0.15,AOT4221NK,Samsung,,,,,,,False,True,False,False,False,False,False,,,,,10998697984.0,10998697984.0,45616792576.0,188.0,188.0,188.0,,188.0,188.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,EEB2A6A2A1E6,Haryana,,,,0.0,100.0,24.38,False,False,0.0,16.0,24.23,0.0,24.23,0.0,,0.0,2.13,0.12,AOT4221NK,Aditya-Vikram-s-A36,OTHER,,,,,,False,True,False,False,False,False,,False,,,,4607344640.0,4607344640.0,18901233664.0,648.0,648.0,,648.0,648.0,0.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,624E55188F68,Haryana,0.0,0.0,0.0,0.0,100.0,10.06,False,False,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.4,0.08,AOT4221NK,iPad,,,,False,False,False,False,False,False,False,False,False,,False,26184.0,0.0,26184.0,1139814400.0,1139814400.0,11324728320.0,1092.0,1092.0,,1092.0,1092.0,0.0,1092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,E26CA6DC46CA,Haryana,0.0,0.0,0.0,100.0,0.0,0.02,False,False,0.0,14.0,14.71,14.71,0.0,0.0,0.0,,0.01,0.0,AAP321NK,Watch,OTHER,,,False,False,False,False,True,False,False,False,False,False,,816.0,816.0,0.0,5879808.0,5879808.0,30364533760.0,34.0,34.0,34.0,,34.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,E865380DD5E9,Haryana,0.0,0.0,0.0,0.0,100.0,0.01,False,False,0.0,1.0,100.0,0.0,100.0,0.0,,0.0,0.01,0.0,AOT4221NK,DESKTOP-V9GHGK2,,,,False,False,False,False,False,True,False,True,False,,False,672.0,0.0,672.0,766976.0,766976.0,13088797696.0,28.0,28.0,,28.0,28.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,A2B5039A07F0,Haryana,0.0,0.0,0.0,0.0,100.0,0.27,False,False,0.0,93.0,0.0,0.0,0.0,0.0,,0.0,1.67,0.16,AOT4221NK,iPhone,PHONE,Apple,iPhone,False,False,False,False,True,False,False,False,False,,False,48.0,0.0,48.0,30440448.0,30440448.0,11324728320.0,3.0,3.0,,3.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,8E9D83596BDF,Haryana,,,,0.0,100.0,0.0,False,False,0.0,11.0,33.33,0.0,33.33,0.0,,0.0,0.02,0.01,AAP321NK,arna-s-S25,,Samsung Electronics,Galaxy,,,,False,True,False,False,False,False,,False,,,,624640.0,624640.0,33345994752.0,3.0,3.0,,3.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,6AC7C5E46FE6,Haryana,0.18,0.0,0.18,0.0,100.0,7.4,False,False,0.0,1.0,0.0,0.0,0.0,0.18,,0.18,0.14,0.04,MTK 0000,,,,,False,False,False,False,False,False,False,False,False,,False,13296.0,0.0,13296.0,1954940928.0,1954940928.0,26422230016.0,554.0,554.0,,554.0,554.0,0.0,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,88F4DA2E79F3,Haryana,,,,0.0,100.0,0.93,False,False,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,3.81,0.42,AAP321NK,LTB0000372-003,LAPTOP,Lenovo,Laptop,,,,False,False,False,False,False,False,,False,,,,356046848.0,356046848.0,38281589760.0,36.0,36.0,,36.0,36.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,30E3A45D159C,Haryana,0.0,0.0,0.0,0.11,99.89,11.0,False,False,0.0,33.0,37.6,100.0,32.5,0.0,0.0,0.0,0.36,0.32,MTK 0000,AMS05PC0325,,,,False,False,False,False,True,False,True,False,False,False,False,22008.0,0.0,22008.0,2905268224.0,2905268224.0,26422230016.0,992.0,992.0,75.0,917.0,992.0,75.0,917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,2EEE3E558E46,Haryana,,,,0.0,100.0,55.15,False,False,0.0,14.0,23.27,0.0,23.27,0.0,,0.0,1.57,0.92,AOT4221NK,Saumya-s-S24-FE,,,,,,,False,True,False,False,False,False,,False,,,,10424662016.0,10424662016.0,18901233664.0,666.0,666.0,,666.0,666.0,0.0,666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,EAD4701DA67C,Haryana,0.0,0.0,0.0,0.0,100.0,18.74,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.83,0.04,AOT4221NK,Android_TV,STREAMING_DEVICE,Vantiva,XstreamIPTV1-VT,False,False,False,False,False,False,False,False,False,,False,19550.0,0.0,19550.0,8550676480.0,8550676480.0,45616792576.0,850.0,850.0,,850.0,850.0,0.0,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,5A41573787E4,Haryana,,,,0.0,100.0,1.26,,,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.02,0.0,AOT4221NK,XstreamIPTV1-VT,OTHER,,,,,,False,False,False,False,False,False,,False,,,,238155776.0,238155776.0,18901233664.0,1147.0,1147.0,,1147.0,1147.0,0.0,1147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,522260ACACD0,Haryana,0.0,0.0,0.0,0.0,100.0,0.9,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09,0.01,MTK 0000,XstreamIPTV1-VT,OTHER,,,False,False,False,False,False,False,False,False,False,,False,26472.0,0.0,26472.0,238589952.0,238589952.0,26422230016.0,1103.0,1103.0,,1103.0,1103.0,0.0,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,982CC65FE490,Haryana,0.0,0.0,0.0,0.0,100.0,51.23,False,False,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,2.27,0.03,AOT4221NK,XstreamIPTV2-SM,,,,False,False,False,False,False,False,False,False,False,,False,7200.0,0.0,7200.0,5801967616.0,5801967616.0,11324728320.0,300.0,300.0,,300.0,300.0,0.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,BEFADD002C4F,Haryana,,,,0.0,100.0,21.07,False,False,0.0,31.0,0.31,0.0,0.31,0.0,,0.0,2.06,0.05,AAP321NK,Galaxy-A36-5G,,,,,,,False,True,False,False,False,False,,False,,,,6399037440.0,6399037440.0,30364533760.0,978.0,978.0,,978.0,978.0,0.0,978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,4A2B8C8008F5,Haryana,0.0,0.0,0.0,20.32,79.68,3.8,True,False,0.0,15.0,35.89,69.59,2.97,0.0,0.0,0.0,1.39,0.23,AOT4221NK,OnePlus-Nord-CE3-5G,,,,False,False,False,False,True,False,True,False,False,False,False,6969.0,0.0,6969.0,1735157760.0,1735157760.0,45616792576.0,599.0,599.0,296.0,303.0,599.0,296.0,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,401A58606B5F,Haryana,0.0,0.0,0.0,0.0,100.0,43.83,False,True,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,2496.42,121.85,MTK 0000,Unknown_40:1a:58:60:6b:5f,TV,Sony,BRAVIA VH22,False,False,False,False,False,False,False,False,False,,False,5232.0,0.0,5232.0,11581844480.0,11581844480.0,26422230016.0,218.0,218.0,,218.0,218.0,0.0,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,CC6B1E9D361D,Haryana,,,,0.0,100.0,68.2,False,True,0.0,11.0,8.79,0.0,8.79,0.0,,0.0,3.6,0.31,AAP321NK,LAPTOP-333I3CKG,LAPTOP,HP,ProBook,,,,False,True,False,False,False,False,,False,,,,26108039168.0,26108039168.0,38281589760.0,614.0,614.0,,614.0,614.0,0.0,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,5AA1E0C63E20,Haryana,,,,0.0,100.0,13.67,False,False,0.0,28.0,0.18,0.0,0.18,0.18,,0.18,0.78,1.32,AAP321NK,Pixel-8a,PHONE,Google,Pixel 8a,,,,False,True,False,False,False,False,,False,,,,5233005568.0,5233005568.0,38281589760.0,551.0,551.0,,551.0,551.0,0.0,551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,EEBD09EE4569,Haryana,0.0,0.0,0.0,100.0,0.0,0.61,False,False,0.0,7.0,0.71,0.71,0.0,0.0,0.0,,0.12,0.13,AAP321NK,,,,,False,False,False,False,True,False,False,False,False,False,,3360.0,3360.0,0.0,186501120.0,186501120.0,30364533760.0,140.0,140.0,140.0,,140.0,140.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,BCF171E84D65,Haryana,,,,0.0,100.0,0.01,False,False,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,AAP321NK,TABLET-G71GRCJO,,,,,,,False,False,False,False,False,False,,False,,,,2591744.0,2591744.0,33345994752.0,35.0,35.0,,35.0,35.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,6854FD250B98,Haryana,,,,100.0,0.0,0.51,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.01,0.0,AOT4221NK,amazon-f290ecf4f,VOICE_ASSISTANT,,,,,,False,False,False,False,False,False,False,,,,,58219520.0,58219520.0,11324728320.0,948.0,948.0,948.0,,948.0,948.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,481B40DAC1F0,Haryana,0.0,0.0,0.0,0.0,100.0,19.82,False,False,0.0,3.0,1.65,0.0,1.65,0.0,,0.0,2.23,0.02,AOT4221NK,,,,,False,False,False,False,False,False,False,False,False,,False,13104.0,0.0,13104.0,2594241536.0,2594241536.0,13088797696.0,546.0,546.0,,546.0,546.0,0.0,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,5CEA1D30FB63,Haryana,,,,0.0,100.0,46.54,,,1.28,,0.0,0.0,0.0,0.0,,0.0,3.8,0.07,AAP321NK,,,,,,,,False,,False,False,False,False,,False,,,,15518789632.0,15518789632.0,33345994752.0,701.0,701.0,,701.0,701.0,0.0,701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,82A170AF2571,Haryana,6.42,6.42,0.0,100.0,0.0,10.89,False,True,0.58,27.0,57.56,57.56,0.0,2.33,2.33,,1.24,0.25,AAP321NK,realme-15T,,,,False,False,False,False,True,False,False,False,False,False,,4128.0,4128.0,0.0,3631916032.0,3631916032.0,33345994752.0,172.0,172.0,172.0,,172.0,172.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,A40801796184,Haryana,0.0,0.0,0.0,100.0,0.0,0.05,,,0.0,2.0,93.55,93.55,0.0,0.0,0.0,,0.0,0.01,AAP321NK,Unknown_a4:08:01:79:61:84,,,,False,False,False,False,False,True,True,False,False,False,,2976.0,2976.0,0.0,15895552.0,15895552.0,30364533760.0,124.0,124.0,124.0,,124.0,124.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,70317F1E11E4,Haryana,0.0,0.0,0.0,0.0,100.0,0.07,False,False,0.0,21.0,0.0,0.0,0.0,0.0,,0.0,1.68,0.07,AOT4221NK,Srijans-iPhone,,Apple,iPhone,False,False,False,False,True,False,False,False,False,,False,24.0,0.0,24.0,9459712.0,9459712.0,13088797696.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,FE8D24EBC286,Haryana,0.0,0.0,0.0,0.0,100.0,5.08,False,False,0.0,10.0,0.83,0.0,0.83,0.0,,0.0,0.64,0.05,MTK 0000,Unknown_fe:8d:24:eb:c2:86,,,,False,False,False,False,True,False,False,False,False,,False,25968.0,0.0,25968.0,1342661632.0,1342661632.0,26422230016.0,1082.0,1082.0,,1082.0,1082.0,0.0,1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,C25FF6C7715F,Haryana,20.33,20.33,0.0,100.0,0.0,1.67,False,False,0.0,83.0,100.0,100.0,0.0,8.43,8.43,,1.55,0.06,AAP321NK,realme-C11-2021,PHONE,Realme,Realme,False,False,False,False,True,True,True,False,False,False,,1992.0,1992.0,0.0,556042240.0,556042240.0,33345994752.0,83.0,83.0,83.0,,83.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,DA662903C070,Haryana,0.0,0.0,0.0,0.0,100.0,26.85,False,False,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.69,0.04,AOT4221NK,Mac,PC,,,False,False,False,False,False,False,False,False,False,,False,26184.0,0.0,26184.0,3040421888.0,3040421888.0,11324728320.0,1092.0,1092.0,,1092.0,1092.0,0.0,1092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
