ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,client_with_poor_snr_sample,client_with_poor_snr_sample_2,client_with_poor_snr_sample_5,tot_2g,tot_5g,tot_overall,client_with_high_no_of_sticky_client_2_with_good_coverage,client_with_high_no_of_sticky_client_5_with_poor_coverage,client_with_high_tx_packet_error,client_with_high_client_disconnection,client_with_poor_link_speed_mcs_rate,client_with_poor_link_speed_mcs_rate_2,client_with_poor_link_speed_mcs_rate_5,client_with_poor_coverage,client_with_poor_coverage_2,client_with_poor_coverage_5,client_with_poor_dl_throughput_less_than_threshold,client_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,client_with_poor_snr_sample_breach,client_with_poor_snr_sample_2_breach,client_with_poor_snr_sample_5_breach,client_with_high_tx_packet_error_breach,client_with_high_client_disconnection_breach,client_with_poor_link_speed_mcs_rate_breach,client_with_poor_link_speed_mcs_rate_2_breach,client_with_poor_link_speed_mcs_rate_5_breach,client_with_poor_coverage_breach,client_with_poor_coverage_2_breach,client_with_poor_coverage_5_breach,count_of_total_samples_for_client_with_poor_snr_sample,count_of_total_samples_for_client_with_poor_snr_sample_2,count_of_total_samples_for_client_with_poor_snr_sample_5,count_of_total_samples_for_ap_tot_2g,count_of_total_samples_for_ap_tot_5g,count_of_total_samples_for_ap_tot_overall,count_of_total_samples_for_client_with_high_tx_packet_error,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_client_with_poor_coverage,count_of_total_samples_for_client_with_poor_coverage_2,count_of_total_samples_for_client_with_poor_coverage_5,ap name,circle code,ont serial number,vendor,mac address,ap manufacturer,connected clients,connected clients (2.4 ghz),connected clients (5 ghz),poor coverage (overall),poor coverage (2.4 ghz),poor coverage (5 ghz),poor snr (2.4 ghz),poor snr (5 ghz),poor snr (overall),low download throughput (overall),low upload throughput (overall),low link speed (overall),low link speed (2.4 ghz),low link speed (5 ghz),high interference (overall),high interference (2.4 ghz),high interference (5 ghz),high client disconnections (overall),high retry rate (overall),high retry rate (2.4 ghz),high retry rate (5 ghz),high tx packet errors (overall),tx packet error (%) (overall),tx packet error (%) (2.4 ghz),tx packet error (%) (5 ghz),high tx packet errors flag (overall),high tx packet errors flag (2.4 ghz),high tx packet errors flag (5 ghz),high rx packet errors (overall),high rx packet errors (2.4 ghz),high rx packet errors (5 ghz),high rx packet errors flag (overall),high rx packet errors flag (2.4 ghz),high rx packet errors flag (5 ghz),downtime (%) (overall),high cpu utilization (overall),memory errors (overall),sticky clients (2.4 ghz - good coverage),sticky clients (5 ghz - poor coverage),poor tot on (5 ghz),zero usage aps (overall),channel utilization (%) (overall),high channel utilization count (overall),total channels (all bands),high channel utilization (2.4 ghz) (%),high channel utilization count (2.4 ghz),total channels (2.4 ghz),high channel congestion (5 ghz) (%),high channel congestion count (5 ghz),total channels (5 ghz),poor coverage breach (overall),poor coverage breach (2.4 ghz),poor coverage breach (5 ghz),poor snr breach (2.4 ghz),poor snr breach (5 ghz),poor snr breach (overall),low download throughput breach (overall),low upload throughput breach (overall),low link speed breach (overall),low link speed breach (2.4 ghz),low link speed breach (5 ghz),high interference breach (overall),high interference breach (2.4 ghz),high interference breach (5 ghz),high client disconnections breach (overall),high retry rate breach (overall),high retry rate breach (2.4 ghz),high retry rate breach (5 ghz),high tx packet errors breach (overall),tx packet error (%) breach (overall),tx packet error (%) breach (2.4 ghz),tx packet error (%) breach (5 ghz),high rx packet errors breach (overall),high rx packet errors breach (2.4 ghz),high rx packet errors breach (5 ghz),ap downtime (%) breach (overall),internet down incidents breach (overall),high cpu utilization breach (overall),memory errors breach (overall),sticky clients breach (2.4 ghz - good coverage),sticky clients breach (5 ghz - poor coverage),poor tot breach (5 ghz),zero usage aps breach (overall),high channel utilization breach (overall),high channel utilization breach (2.4 ghz),high channel congestion breach (5 ghz),obss (overall),obss (2.4 ghz),obss breach (2.4 ghz),obss (5 ghz),obss breach (5 ghz),obss breach (overall),count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,high retry rate sample count (2.4 ghz),high retry rate sample count (5 ghz),count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,tx packet error (%) sample count (2.4 ghz),tx packet error (%) sample count (5 ghz),count_of_total_samples_for_ap_with_high_rx_packet_error,high rx packet errors sample count (2.4 ghz),high rx packet errors sample count (5 ghz),count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5,mac_address,station_count,ap_with_poor_coverage,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_client_disconnection,ap_with_high_tx_packet_error,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_coverage_breach,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_client_disconnection_breach,ap_with_high_tx_packet_error_breach,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_retry_rate,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,channelobss,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_zero_usage_breach,ap_with_high_channel_congestion_5_breach,channelobss_breach
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,2E16524D4AFB,Haryana,0.0,0.0,0.0,0.0,100.0,59.83,False,False,0.0,35.0,0.0,0.0,0.0,0.0,,0.0,2.76,0.79,AOT4221NK,iPhone,,,,False,False,False,False,True,False,False,False,False,,False,23136.0,0.0,23136.0,6239688704.0,6239688704.0,10429614080.0,964.0,964.0,,964.0,964.0,0.0,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.0,0.0,964.0,0.0,23136.0,23136.0,964.0,,964.0,,,,,,,964.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.76,0.79,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,286B35D324CB,Haryana,0.0,0.0,0.0,0.0,100.0,0.44,,,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,1.61,0.11,AAP321NK,DESKTOP-7592F22,,,,False,False,False,False,True,False,False,False,False,,False,238.0,0.0,238.0,393031425.0,393031425.0,89296554866.0,119.0,119.0,,119.0,119.0,0.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,0.0,119.0,0.0,238.0,238.0,119.0,,119.0,,,,,,,119.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.61,0.11,,,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,3EF8C3E8864F,Haryana,,,,0.0,100.0,1.2,,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.01,0.01,AAP321NK,,,,,,,,False,False,False,False,False,False,,False,,,,116630528.0,116630528.0,9723904000.0,209.0,209.0,,209.0,209.0,0.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,0.0,209.0,,,,209.0,,209.0,,,,,,,209.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,0.0,2.0,0.0,0.01,0.01,,,False,,False,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,1AA0C35EE4F9,Haryana,0.0,0.0,0.0,0.0,100.0,15.7,,,0.0,32.0,0.0,0.0,0.0,0.82,,0.82,4.8,0.06,AAP321NK,iPhone,PHONE,,iPhone,False,False,False,False,True,False,False,False,False,,False,974.0,0.0,974.0,14021007559.0,14021007559.0,89296554866.0,487.0,487.0,,487.0,487.0,0.0,487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.0,0.0,487.0,0.0,974.0,974.0,487.0,,487.0,,,,,,,487.0,,,,,,,,,,,,,,,,,,0.82,,0.82,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,4.8,0.06,,,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,D69446EA7D0B,Haryana,,,,0.0,100.0,23.1,False,False,0.0,26.0,0.0,0.0,0.0,0.0,,0.0,0.4,0.03,AAP321NK,,,,,,,,False,True,False,False,False,False,,False,,,,2246645760.0,2246645760.0,9723904000.0,209.0,209.0,,209.0,209.0,0.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,0.0,209.0,,,,209.0,,209.0,,,,,,,209.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,0.0,26.0,0.0,0.4,0.03,False,False,False,,False,,,,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,5215E04285F1,Haryana,0.0,0.0,0.0,5.22,94.78,17.67,True,False,0.44,25.0,15.3,16.67,15.28,0.0,0.0,0.0,4.03,0.21,AOT4221NK,OnePlus-10T-5G,,,,False,False,False,False,True,False,False,False,False,False,False,10680.0,0.0,10680.0,9968644096.0,9968644096.0,56404231168.0,451.0,451.0,6.0,445.0,451.0,6.0,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.0,6.0,445.0,0.0,10680.0,10680.0,451.0,6.0,445.0,,,,,,,451.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.3,16.67,15.28,25.0,0.44,4.03,0.21,True,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,4C22F33F2EDC,Haryana,2.15,0.0,2.15,0.0,100.0,20.79,False,True,0.0,5.0,2.15,0.0,2.15,2.15,,2.15,4.64,0.08,AOT4221NK,LGwebOSTV,TV,LG Electronics,TV,False,False,False,False,False,False,False,False,False,,False,836.0,0.0,836.0,5644348416.0,5644348416.0,27143084032.0,418.0,418.0,,418.0,418.0,0.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,0.0,418.0,0.0,836.0,836.0,418.0,,418.0,,,,,,,418.0,,,,,,,,,,,,,,,,,,2.15,,2.15,2.15,0.0,2.15,2.15,0.0,2.15,5.0,0.0,4.64,0.08,False,True,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,A615251A7A53,Haryana,0.0,0.0,0.0,0.0,100.0,0.5,False,False,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.02,0.01,AOT5221ZY,Unknown_a6:15:25:1a:7a:53,OTHER,,,False,False,False,False,True,False,False,False,False,,False,32952.0,0.0,32952.0,293455872.0,293455872.0,59085261824.0,1373.0,1373.0,,1373.0,1373.0,0.0,1373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.0,0.0,1373.0,0.0,32952.0,32952.0,1373.0,,1373.0,,,,,,,1373.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.02,0.01,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,F4032A96D8C9,Haryana,0.0,0.0,0.0,0.0,100.0,1.77,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.34,0.02,AAP321NK,Unknown_f4:03:2a:96:d8:c9,OTHER,Amazon,,False,False,False,False,False,False,False,False,False,,False,1420.0,0.0,1420.0,1584243414.0,1584243414.0,89296554866.0,710.0,710.0,,710.0,710.0,0.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.0,0.0,710.0,0.0,1420.0,1420.0,710.0,,710.0,,,,,,,710.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34,0.02,,,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,0A3CC1576FFD,Haryana,60.49,59.67,61.06,3.44,96.56,0.47,False,False,0.0,146.0,55.2,100.0,52.4,95.48,97.44,95.35,0.04,0.03,AOT4221NK,iPad,TABLET,Apple,iPad,True,False,True,False,True,False,True,False,True,True,True,2106.0,858.0,1248.0,126983168.0,126983168.0,27143084032.0,663.0,663.0,39.0,624.0,663.0,39.0,624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.0,39.0,624.0,858.0,1248.0,2106.0,663.0,39.0,624.0,,,,,,,663.0,,,,,,,,,,,,,,,,,,95.48,97.44,95.35,60.49,59.67,61.06,55.2,100.0,52.4,146.0,0.0,0.04,0.03,False,False,True,True,True,True,False,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
